"Address","Suffix","Street","Side","Site","On Street","X","Y","Latitude","Longitude","Inventory Date","Site ID","Species","DBH","Park Name","Growing Space Type","Multi Stem"
182,"","SUMMER ST","Front",2,"SUMMER ST",762145.145015206,2966253.64132486,42.3868827961,-71.1077162674,"12/13/2017",20005,"honeylocust: thornless (Gleditsia triacanthos inermis)",3.2,"N/A","Well/Pit","No"
182,"","SUMMER ST","Front",3,"SUMMER ST",762168.559683761,2966244.60037751,42.3868576921,-71.1076297522,"12/13/2017",20052,"honeylocust: thornless (Gleditsia triacanthos inermis)",1.9,"N/A","Well/Pit","No"
182,"","SUMMER ST","Side",1,"SPRING ST",762076.214142953,2966237.24496603,42.386838674,-71.1079716932,"12/13/2017",20047,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
184,"","SUMMER ST","Front",1,"SUMMER ST",762002.87486609,2966317.95158304,42.3870610582,-71.1082417855,"12/13/2017",19976,"honeylocust: thornless (Gleditsia triacanthos inermis)",19.8,"N/A","Well/Pit","No"
184,"","SUMMER ST","Side",1,"SPRING ST",762052.393873544,2966264.75313253,42.386914457,-71.1080593957,"12/13/2017",20022,"elm: hybrid (Ulmus x)",5,"N/A","Well/Pit","No"
184,"","SUMMER ST","Side",2,"SPRING ST",762046.186881109,2966248.84119974,42.3868708728,-71.1080826415,"12/13/2017",20069,"planetree: London (Platanus x acerifolia)",3.9,"N/A","Well/Pit","No"
184,"","SUMMER ST","Side",3,"SPRING ST",762037.562291402,2966233.39946609,42.3868286093,-71.1081148279,"12/13/2017",19977,"honeylocust: thornless (Gleditsia triacanthos inermis)",4.1,"N/A","Well/Pit","No"
189,"","SUMMER ST","Front",1,"SUMMER ST",761965.878546582,2966379.38986346,42.3872301115,-71.1083776832,"12/13/2017",20058,"redbud: eastern (Cercis canadensis)",2.2,"N/A","Well/Pit","No"
190,"","SUMMER ST","Front",1,"SUMMER ST",761873.044606057,2966397.2536678,42.387280299,-71.1087210056,"12/13/2017",20026,"honeylocust: thornless (Gleditsia triacanthos inermis)",12.6,"N/A","Well/Pit","No"
190,"","SUMMER ST","Front",2,"SUMMER ST",761908.421503745,2966372.86902663,42.3872129419,-71.1085904718,"12/13/2017",20070,"honeylocust: thornless (Gleditsia triacanthos inermis)",10.9,"N/A","Well/Pit","No"
190,"","SUMMER ST","Side",1,"BELMONT ST",761712.395181906,2966244.42200943,42.3868629484,-71.1093182427,"12/13/2017",20072,"honeylocust: thornless (Gleditsia triacanthos inermis)",3.3,"N/A","Well/Pit","No"
190,"","SUMMER ST","Side",2,"BELMONT ST",761733.95937238,2966282.54470061,42.3869672863,-71.1092377766,"12/13/2017",19974,"honeylocust: thornless (Gleditsia triacanthos inermis)",3.8,"N/A","Well/Pit","No"
190,"","SUMMER ST","Side",3,"BELMONT ST",761742.579736121,2966298.94889607,42.3870121911,-71.1092055902,"12/13/2017",20020,"oak: pin (Quercus palustris)",2.4,"N/A","Well/Pit","No"
190,"","SUMMER ST","Side",4,"BELMONT ST",761750.688344367,2966321.60782272,42.3870742655,-71.1091751919,"12/13/2017",20067,"honeylocust: thornless (Gleditsia triacanthos inermis)",3.3,"N/A","Well/Pit","No"
190,"","SUMMER ST","Side",5,"BELMONT ST",761770.829649562,2966353.9481426,42.3871627543,-71.1091000902,"12/13/2017",19975,"maple: Norway (Acer platanoides)",23,"N/A","Well/Pit","No"
191,"","SUMMER ST","Front",1,"SUMMER ST",761907.744212176,2966415.22146416,42.3873291659,-71.1085922594,"12/13/2017",19963,"pear: callery (Pyrus calleryana)",7.5,"N/A","Well/Pit","No"
196,"","SUMMER ST","Front",1,"SUMMER ST",761759.169833423,2966473.74145577,42.3874916147,-71.1091412172,"12/13/2017",20019,"honeylocust: thornless (Gleditsia triacanthos inermis)",24.2,"N/A","Well/Pit","No"
201,"","SUMMER ST","Front",1,"SUMMER ST",761700.826732406,2966555.2969178,42.3877161369,-71.1093557931,"12/13/2017",20012,"maple: Norway (Acer platanoides)",13.5,"N/A","Well/Pit","No"
204,"","SUMMER ST","Front",0,"SUMMER ST",761581.888816681,2966600.85672728,42.3878426473,-71.1097952749,"10/31/2018",36672,"zelkova: Japanese (Zelkova serrata)",4.8,"N/A","Well/Pit","No"
204,"","SUMMER ST","Side",1,"LOWELL ST",761588.384022068,2966530.23543152,42.3876487804,-71.1097724285,"12/13/2017",20062,"maple: red (Acer rubrum)",1.6,"N/A","Well/Pit","No"
205,"","SUMMER ST","Side",1,"LOWELL ST",761655.898106748,2966674.5937812,42.3880440529,-71.1095200766,"12/14/2017",20160,"pear: callery (Pyrus calleryana)",14.5,"N/A","Well/Pit","No"
216,"","SUMMER ST","Front",0,"SUMMER ST",761305.988763319,2966835.67184818,42.3884904406,-71.1108125657,"10/31/2018",36712,"planetree: London (Platanus x acerifolia)",13.3,"N/A","Well/Pit","No"
216,"","SUMMER ST","Side",0,"CRAIGIE ST",761329.953081294,2966800.42585569,42.3883934252,-71.1107244552,"10/31/2018",36721,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
218,"","SUMMER ST","Front",0,"SUMMER ST",761252.932648725,2966883.42944703,42.3886221519,-71.1110081512,"11/6/2018",37207,"honeylocust: thornless (Gleditsia triacanthos inermis)",22,"N/A","Well/Pit","No"
220,"","SUMMER ST","Front",0,"SUMMER ST",761222.363642932,2966906.88908385,42.3886869078,-71.1111209092,"10/31/2018",36700,"honeylocust: thornless (Gleditsia triacanthos inermis)",14.3,"N/A","Well/Pit","No"
224,"","SUMMER ST","Front",0,"SUMMER ST",761142.569792879,2966978.42156038,42.3888841913,-71.1114150675,"10/31/2018",36690,"honeylocust: thornless (Gleditsia triacanthos inermis)",16,"N/A","Well/Pit","No"
226,"","SUMMER ST","Front",0,"SUMMER ST",761106.251180473,2967011.69485075,42.3889759474,-71.1115489438,"10/31/2018",36682,"honeylocust: thornless (Gleditsia triacanthos inermis)",23.3,"N/A","Well/Pit","No"
226,"","SUMMER ST","Side",0,"PORTER ST",761057.089763211,2966999.49370957,42.3889430816,-71.111731126,"10/30/2018",36204,"sycamore: American (Platanus occidentalis)",9.4,"N/A","Well/Pit","No"
233,"","SUMMER ST","Front",0,"SUMMER ST",760987.017411428,2967172.40571981,42.3894184283,-71.1119875949,"11/21/2018",36212,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
234,"","SUMMER ST","Front",0,"SUMMER ST",760941.248076192,2967168.46032828,42.38940817331525,-71.11215708284097,"10/30/2018",36088,"zelkova: Japanese (Zelkova serrata)",1.9,"N/A","Well/Pit","No"
238,"","SUMMER ST","Front",0,"SUMMER ST",760918.803905804,2967187.24637414,42.3894600024,-71.1122398469,"10/30/2018",36077,"zelkova: Japanese (Zelkova serrata)",13.2,"N/A","Well/Pit","No"
242,"","SUMMER ST","Front",0,"SUMMER ST",760860.114170432,2967242.94932985,42.3896135836,-71.1124561584,"11/7/2018",36070,"goldenraintree (Koelreuteria paniculata)",2,"N/A","Well/Pit","No"
245,"","SUMMER ST","Side",0,"LINDEN AVE",760828.427984675,2967339.01029231,42.3898775705,-71.1125718344,"10/30/2018",36215,"linden: littleleaf (Tilia cordata)",18.1,"N/A","Well/Pit","No"
245,"","SUMMER ST","Side",0,"LINDEN AVE",760838.250627838,2967353.80944091,42.389918057,-71.1125352254,"10/30/2018",36216,"linden: littleleaf (Tilia cordata)",19.7,"N/A","Well/Pit","No"
246,"","SUMMER ST","Front",0,"SUMMER ST",760756.965894279,2967334.56432324,42.3898662611,-71.1128364379,"10/30/2018",36060,"zelkova: Japanese (Zelkova serrata)",15.9,"N/A","Well/Pit","No"
246,"","SUMMER ST","Side",0,"LINDEN AVE",760768.48187863,2967300.1342171,42.3897716412,-71.1127943882,"10/30/2018",36069,"linden: littleleaf (Tilia cordata)",16.2,"N/A","Well/Pit","No"
254,"","SUMMER ST","Front",0,"SUMMER ST",760623.463698446,2967462.1107881,42.3902179112,-71.113328478,"10/30/2018",36048,"honeylocust: thornless (Gleditsia triacanthos inermis)",4.3,"N/A","Well/Pit","No"
259,"","SUMMER ST","Side",0,"CEDAR ST",760587.861501565,2967603.78513101,42.3906071093,-71.1134578895,"10/30/2018",36040,"elm: hybrid (Ulmus x)",2.1,"N/A","Well/Pit","No"
262,"","SUMMER ST","Side",0,"CEDAR ST",760510.130822473,2967524.67027834,42.3903909839,-71.113746952,"11/1/2018",36079,"elm: hybrid (Ulmus x)",2,"N/A","Well/Pit","No"
274,"","SUMMER ST","Front",0,"SUMMER ST",760295.460642183,2967764.20319001,42.3910509284,-71.1145375887,"11/7/2018",37442,"sweetgum: American (Liquidambar styraciflua)",3.5,"N/A","Well/Pit","No"
276,"","SUMMER ST","Front",0,"SUMMER ST",760271.714365019,2967783.9729259,42.3911054712,-71.1146251605,"11/7/2018",37435,"oak: pin (Quercus palustris)",2.5,"N/A","Well/Pit","No"
283,"","SUMMER ST","Side",0,"CHERRY ST",760207.795197032,2967918.38338488,42.3914750865,-71.1148595259,"11/7/2018",37451,"maple: trident (Acer buergerianum)",1.7,"N/A","Well/Pit","No"
286,"","SUMMER ST","Front",0,"SUMMER ST",760038.287224551,2967968.13040137,42.3916136911,-71.1154861735,"11/7/2018",37416,"cherry: black (Prunus serotina)",11.2,"N/A","Open/Restricted","No"
291,"","SUMMER ST","Side",0,"HANCOCK ST",760004.186081117,2968084.19647064,42.3919325988,-71.1156104718,"11/7/2018",37491,"pear: callery (Pyrus calleryana)",5.2,"N/A","Well/Pit","No"
291,"","SUMMER ST","Side",0,"HANCOCK ST",760015.759001009,2968109.19747379,42.3920010586,-71.1155672142,"11/7/2018",37500,"cherry/plum: spp. (Prunus spp.)",1.6,"N/A","Well/Pit","No"
292,"","SUMMER ST","Front",0,"SUMMER ST",759902.100903282,2968076.8955002,42.3919138267,-71.115988491,"11/7/2018",37386,"lilac: Japanese tree (Syringa reticulata)",5.8,"N/A","Well/Pit","No"
293,"","SUMMER ST","Side",0,"HANCOCK ST",759982.662778777,2968110.55800721,42.3920052012,-71.1156897067,"11/7/2018",37483,"linden: littleleaf (Tilia cordata)",4.1,"N/A","Well/Pit","No"
295,"","SUMMER ST","Front",0,"SUMMER ST",759907.629154096,2968115.09525021,42.3920185788,-71.1159673899,"11/7/2018",37455,"lilac: Japanese tree (Syringa reticulata)",5.3,"N/A","Well/Pit","No"
296,"","SUMMER ST","Front",0,"SUMMER ST",759857.524436288,2968107.66113548,42.3919987984,-71.116152991,"11/7/2018",37558,"maple: hedge (Acer campestre)",3.7,"N/A","Well/Pit","No"
297,"","SUMMER ST","Front",0,"SUMMER ST",759862.555375927,2968149.62292481,42.3921138796,-71.1161336684,"11/7/2018",37465,"pear: callery (Pyrus calleryana)",10.8,"N/A","Well/Pit","No"
299,"","SUMMER ST","Front",0,"SUMMER ST",759841.118817097,2968164.62444955,42.3921553086,-71.1162127723,"11/7/2018",37473,"pear: callery (Pyrus calleryana)",4.3,"N/A","Well/Pit","No"
306,"","SUMMER ST","Front",0,"SUMMER ST",759718.507934955,2968210.71986316,42.3922833076,-71.1166658864,"11/7/2018",37543,"linden: littleleaf (Tilia cordata)",4.2,"N/A","Well/Pit","No"
318,"","SUMMER ST","Front",0,"SUMMER ST",759545.783345239,2968335.55498227,42.3926279842,-71.1173032062,"11/7/2018",37428,"honeylocust: thornless (Gleditsia triacanthos inermis)",3.5,"N/A","Well/Pit","No"
326,"","SUMMER ST","Front",0,"SUMMER ST",759393.79299616,2968443.08367775,42.3929249134,-71.1178640649,"11/15/2018",38893,"lilac: Japanese tree (Syringa reticulata)",1.8,"N/A","Well/Pit","No"
326,"","SUMMER ST","Side",0,"WILLOW AVE",759406.974329296,2968388.53737447,42.392775076,-71.1178161744,"11/7/2018",37404,"ash: green (Fraxinus pennsylvanica)",16.5,"N/A","Well/Pit","No"
328,"","SUMMER ST","Front",0,"SUMMER ST",759369.751180482,2968454.3200663,42.3929560416,-71.1179528777,"11/15/2018",38902,"pear: callery (Pyrus calleryana)",3.8,"N/A","Well/Pit","No"
328,"","SUMMER ST","Front",0,"SUMMER ST",759356.28712869,2968464.38840758,42.3929838347,-71.1180025526,"11/15/2018",38912,"linden: littleleaf (Tilia cordata)",3.7,"N/A","Well/Pit","No"
329,"","SUMMER ST","Front",0,"SUMMER ST",759334.11522425,2968512.09626186,42.3931150177,-71.1180838389,"11/15/2018",38862,"pear: callery (Pyrus calleryana)",6.1,"N/A","Well/Pit","No"
332,"","SUMMER ST","Front",0,"SUMMER ST",759304.117426584,2968491.29955873,42.39305832,-71.118195231,"11/15/2018",38918,"lilac: Japanese tree (Syringa reticulata)",1.7,"N/A","Well/Pit","No"
332,"","SUMMER ST","Side",0,"ST JAMES AVE",759263.496484669,2968481.79943549,42.3930327504,-71.1183457611,"11/15/2018",38931,"planetree: London (Platanus x acerifolia)",17.6,"N/A","Well/Pit","No"
332,"","SUMMER ST","Side",0,"ST JAMES AVE",759248.981181724,2968454.18459041,42.3929571533,-71.118399952,"11/15/2018",38942,"planetree: London (Platanus x acerifolia)",20.7,"N/A","Well/Pit","No"
335,"","SUMMER ST","Front",0,"SUMMER ST",759230.59479736,2968564.70689381,42.3932606528,-71.1184661855,"11/15/2018",38851,"cherry/plum: spp. (Prunus spp.)",2.8,"N/A","Well/Pit","No"
338,"","SUMMER ST","Front",0,"SUMMER ST",759167.145037152,2968568.06945058,42.3932706583,-71.1187010122,"11/15/2018",38829,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
339,"","SUMMER ST","Front",0,"SUMMER ST",759145.813983317,2968609.70389086,42.393385165,-71.1187792881,"11/15/2018",38841,"pear: callery (Pyrus calleryana)",20.8,"N/A","Well/Pit","No"
343,"","SUMMER ST","Front",0,"SUMMER ST",759064.273824219,2968657.55157787,42.3935174589,-71.1190803483,"11/15/2018",38833,"pear: callery (Pyrus calleryana)",10.2,"N/A","Well/Pit","No"
344,"","SUMMER ST","Front",0,"SUMMER ST",759041.201241134,2968633.95027446,42.3934529795,-71.1191661503,"11/15/2018",38940,"vacant site: medium (vacant site medium)",0,"N/A","Well/Pit","No"
346,"","SUMMER ST","Front",0,"SUMMER ST",759006.14841075,2968652.43034982,42.3935041183,-71.1192956062,"11/15/2018",38949,"lilac: Japanese tree (Syringa reticulata)",1.8,"N/A","Well/Pit","No"
351,"","SUMMER ST","Front",0,"SUMMER ST",758902.040283715,2968745.95875685,42.3937620352,-71.1196794582,"11/15/2018",38804,"planetree: London (Platanus x acerifolia)",15,"N/A","Well/Pit","No"
351,"","SUMMER ST","Front",0,"SUMMER ST",758945.254246769,2968721.03274555,42.3936931093,-71.1195198962,"11/15/2018",38812,"planetree: London (Platanus x acerifolia)",15,"N/A","Well/Pit","No"
351,"","SUMMER ST","Front",0,"SUMMER ST",758961.96552581,2968712.19418938,42.3936686516,-71.1194581789,"11/15/2018",38816,"planetree: London (Platanus x acerifolia)",16,"N/A","Well/Pit","No"
351,"","SUMMER ST","Front",0,"SUMMER ST",758977.043096256,2968704.96891774,42.3936486409,-71.1194024827,"11/15/2018",38824,"planetree: London (Platanus x acerifolia)",18,"N/A","Well/Pit","No"
360,"","SUMMER ST","Front",0,"SUMMER ST",758797.856672789,2968765.3463219,42.3938165088,-71.1200648152,"11/15/2018",39008,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
360,"","SUMMER ST","Front",0,"SUMMER ST",758772.581188855,2968779.81879783,42.3938565303,-71.1201581439,"11/15/2018",39017,"linden: littleleaf (Tilia cordata)",3.8,"N/A","Well/Pit","No"
377,"","SUMMER ST","Front",0,"SUMMER ST",758616.497202686,2968901.60093721,42.394192607,-71.1207339466,"11/12/2018",38453,"honeylocust: thornless (Gleditsia triacanthos inermis)",9.9,"N/A","Well/Pit","No"
377,"","SUMMER ST","Front",0,"SUMMER ST",758624.734215111,2968895.86244338,42.39417676,-71.1207035483,"11/12/2018",38462,"honeylocust: thornless (Gleditsia triacanthos inermis)",12,"N/A","Well/Pit","No"
377,"","SUMMER ST","Side",0,"CUTTER AVE",758658.395892993,2968893.50971356,42.3941698933,-71.1205789742,"11/14/2018",38783,"honeylocust: thornless (Gleditsia triacanthos inermis)",11.2,"N/A","Well/Pit","No"
381,"X","SUMMER ST","Median",0,"SUMMER ST",758526.655092995,2968933.92728831,42.3942824063,-71.1210660032,"11/12/2018",38437,"linden: littleleaf (Tilia cordata)",25,"N/A","Median","No"
381,"X","SUMMER ST","Median",0,"SUMMER ST",758549.929813812,2968913.81779892,42.394226942,-71.1209801728,"11/12/2018",38443,"linden: littleleaf (Tilia cordata)",22,"N/A","Median","No"
391,"","SUMMER ST","Front",0,"SUMMER ST",758461.683253062,2969065.50345029,42.3946442438,-71.1213043616,"11/12/2018",38479,"pear: callery (Pyrus calleryana)",3.9,"N/A","Well/Pit","No"
9,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765395.217972299,2965143.49831518,42.383794911,-71.0957056422,"6/20/2017",18267,"maple: Norway (Acer platanoides)",15.4,"N/A","Well/Pit","No"
11,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765368.43239741,2965158.72648608,42.3838370456,-71.0958045167,"6/20/2017",18283,"pear: callery (Pyrus calleryana)",16.3,"N/A","Well/Pit","No"
14,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765343.852029431,2965142.2312265,42.383792102,-71.0958957855,"6/20/2017",18299,"pear: callery (Pyrus calleryana)",17.4,"N/A","Well/Pit","No"
15,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765330.832335378,2965179.53364866,42.3838946294,-71.0959433214,"6/20/2017",18215,"maple: red (Acer rubrum)",3,"N/A","Well/Pit","No"
18,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765264.552000821,2965181.77894727,42.3839016519,-71.0961886062,"6/20/2017",18230,"maple: Norway (Acer platanoides)",10.1,"N/A","Well/Pit","No"
23,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765186.146481928,2965249.48204652,42.3840884479,-71.096477624,"6/20/2017",18279,"ash: green (Fraxinus pennsylvanica)",20.2,"N/A","Well/Pit","No"
26,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765202.761847161,2965212.1966704,42.3839859208,-71.0964167782,"6/20/2017",18244,"pear: callery (Pyrus calleryana)",16.1,"N/A","Well/Pit","No"
26,"","SUMMIT AVE","Front",2,"SUMMIT AVE",765175.462774088,2965227.42258895,42.3840280553,-71.0965175541,"6/20/2017",18259,"pear: callery (Pyrus calleryana)",18.5,"N/A","Well/Pit","No"
27,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765140.824214515,2965273.835745,42.3841558629,-71.0966449501,"6/20/2017",18294,"lilac: Japanese tree (Syringa reticulata)",2.5,"N/A","Well/Pit","No"
30,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765093.093195181,2965264.39705579,42.3841305823,-71.0968217834,"6/20/2017",18236,"maple: Norway (Acer platanoides)",8.5,"N/A","Well/Pit","No"
32,"","SUMMIT AVE","Front",1,"SUMMIT AVE",765056.511291369,2965287.25671671,42.3841937838,-71.0969567851,"6/20/2017",18251,"birch: paper (Betula papyrifera)",12.4,"N/A","Well/Pit","No"
11,"","SUMMIT ST","Front",0,"SUMMIT ST",758973.929136475,2970924.30100142,42.3997385334,-71.1193773484,"11/9/2018",38099,"linden: littleleaf (Tilia cordata)",11,"N/A","Well/Pit","No"
12,"","SUMMIT ST","Front",0,"SUMMIT ST",758970.200553171,2970893.96759915,42.3996553441,-71.1193916537,"11/9/2018",38071,"linden: littleleaf (Tilia cordata)",13.7,"N/A","Well/Pit","No"
15,"","SUMMIT ST","Front",0,"SUMMIT ST",758939.502523577,2970954.46412619,42.3998217225,-71.119504306,"11/9/2018",38110,"linden: littleleaf (Tilia cordata)",8.5,"N/A","Well/Pit","No"
17,"","SUMMIT ST","Side",0,"BILLINGHAM ST",758879.826097499,2971014.83132139,42.3999881004,-71.1197242466,"11/9/2018",38124,"linden: littleleaf (Tilia cordata)",15.3,"N/A","Well/Pit","No"
17,"","SUMMIT ST","Side",0,"BILLINGHAM ST",758897.586747094,2971039.4525281,42.4000554438,-71.1196580856,"11/9/2018",38130,"linden: littleleaf (Tilia cordata)",20.9,"N/A","Well/Pit","No"
1,"","SUNNYSIDE AVE","Front",1,"SUNNYSIDE AVE",766527.669034061,2966804.6531611,42.3883383242,-71.0914846477,"6/13/2017",13726,"oak: scarlet (Quercus coccinea)",15.4,"N/A","Well/Pit","No"
6,"","SUNNYSIDE AVE","Front",1,"SUNNYSIDE AVE",766474.597447568,2966805.9932786,42.3883426988,-71.0916810722,"6/13/2017",13762,"oak: scarlet (Quercus coccinea)",22.1,"N/A","Well/Pit","No"
9,"","SUNNYSIDE AVE","Front",1,"SUNNYSIDE AVE",766438.184580088,2966844.0827098,42.3884476946,-71.0918151824,"6/13/2017",13692,"oak: scarlet (Quercus coccinea)",18.4,"N/A","Well/Pit","No"
12,"","SUNNYSIDE AVE","Front",1,"SUNNYSIDE AVE",766407.068485721,2966835.27034626,42.388423922,-71.091930517,"6/13/2017",13724,"ash: green (Fraxinus pennsylvanica)",11.3,"N/A","Well/Pit","No"
9,"","SUNSET RD","Front",0,"SUNSET RD",757653.368335048,2974157.21132889,42.4086257025,-71.1242136564,"10/26/2018",36019,"maple: Norway (Acer platanoides)",12.7,"N/A","Well/Pit","No"
12,"","SUNSET RD","Front",0,"SUNSET RD",757640.873073098,2974132.85350584,42.4085590157,-71.1242603207,"10/26/2018",35901,"maple: Amur (Acer tataricum ginnala)",4.1,"N/A","Well/Pit","No"
16,"","SUNSET RD","Front",0,"SUNSET RD",757581.796512334,2974162.16171419,42.4086401512,-71.1244785894,"10/26/2018",35923,"maple: Norway (Acer platanoides)",11.7,"N/A","Well/Pit","No"
17,"","SUNSET RD","Front",0,"SUNSET RD",757614.68411344,2974171.62258374,42.4086657145,-71.12435666,"10/26/2018",35913,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
19,"","SUNSET RD","Front",0,"SUNSET RD",757570.269352107,2974194.91966717,42.4087301782,-71.1245207378,"10/26/2018",35932,"maple: Norway (Acer platanoides)",13.2,"N/A","Well/Pit","No"
25,"","SUNSET RD","Front",0,"SUNSET RD",757529.950232999,2974211.34906841,42.4087757473,-71.1246697626,"10/26/2018",35941,"maple: red (Acer rubrum)",13.4,"N/A","Well/Pit","No"
28,"","SUNSET RD","Front",0,"SUNSET RD",757448.199445734,2974219.90047131,42.4088001991,-71.1249723282,"10/26/2018",35958,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
29,"","SUNSET RD","Front",0,"SUNSET RD",757488.388435801,2974233.03864388,42.4088357652,-71.1248233033,"10/26/2018",35950,"maple: Norway (Acer platanoides)",12.8,"N/A","Well/Pit","No"
32,"","SUNSET RD","Front",0,"SUNSET RD",757406.651982665,2974238.34989185,42.4088513254,-71.1251258689,"10/26/2018",35974,"serviceberry: spp. (Amelanchier spp.)",11.9,"N/A","Well/Pit","No"
33,"","SUNSET RD","Front",0,"SUNSET RD",757452.544776326,2974248.67774967,42.4088791114,-71.1249557698,"10/26/2018",35966,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
36,"","SUNSET RD","Front",0,"SUNSET RD",757357.772909216,2974260.00751796,42.4089113431,-71.125306505,"10/26/2018",35990,"maple: Norway (Acer platanoides)",12.3,"N/A","Well/Pit","No"
37,"","SUNSET RD","Front",0,"SUNSET RD",757414.249556946,2974267.14143358,42.4089302376,-71.1250972681,"10/26/2018",35981,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
39,"","SUNSET RD","Front",0,"SUNSET RD",757368.2340002,2974284.76115884,42.4089791409,-71.1252673672,"10/26/2018",36017,"maple: Norway (Acer platanoides)",13.1,"N/A","Well/Pit","No"
40,"","SUNSET RD","Front",0,"SUNSET RD",757318.259991197,2974278.06095851,42.4089613579,-71.1254525192,"10/26/2018",35902,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
42,"","SUNSET RD","Front",0,"SUNSET RD",757278.337043254,2974296.92274268,42.4090135955,-71.1256000388,"10/26/2018",35931,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
45,"","SUNSET RD","Front",0,"SUNSET RD",757327.098566158,2974301.9973527,42.4090269328,-71.1254194026,"10/26/2018",35911,"linden: littleleaf (Tilia cordata)",6.5,"N/A","Well/Pit","No"
49,"","SUNSET RD","Front",0,"SUNSET RD",757288.411237695,2974317.21913431,42.4090691674,-71.1255624062,"10/26/2018",35921,"maple: Norway (Acer platanoides)",16.9,"N/A","Well/Pit","No"
53,"","SUNSET RD","Front",0,"SUNSET RD",757250.51745581,2974336.8999246,42.4091236278,-71.1257023992,"10/26/2018",35940,"maple: sugar (Acer saccharum)",11.1,"N/A","Well/Pit","No"
54,"","SUNSET RD","Front",0,"SUNSET RD",757159.390555105,2974351.4867982,42.4091647509,-71.1260395867,"10/26/2018",35957,"maple: red (Acer rubrum)",24.3,"N/A","Well/Pit","No"
59,"","SUNSET RD","Front",0,"SUNSET RD",757173.544264159,2974368.56063921,42.4092114312,-71.1259869011,"10/26/2018",35949,"maple: Norway (Acer platanoides)",10.4,"N/A","Well/Pit","No"
19,"","SYCAMORE ST","Front",1,"SYCAMORE ST",763853.058961417,2966867.15105222,42.3885445431,-71.1013838316,"6/16/2017",17364,"maple: Amur (Acer tataricum ginnala)",9.9,"N/A","Well/Pit","No"
28,"","SYCAMORE ST","Front",1,"SYCAMORE ST",763911.505878225,2967021.16715319,42.38896641440778,-71.10116481961545,"6/16/2017",17334,"pear: callery (Pyrus calleryana)",3.2,"N/A","Well/Pit","No"
34,"","SYCAMORE ST","Side",1,"WILLOUGHBY ST",763943.711345785,2967160.68669048,42.3893488435,-71.1010431919,"6/16/2017",17449,"honeylocust: thornless (Gleditsia triacanthos inermis)",16.4,"N/A","Well/Pit","No"
44,"","SYCAMORE ST","Front",1,"SYCAMORE ST",764020.196234811,2967229.62930655,42.3895370404,-71.1007588785,"6/16/2017",17478,"maple: Norway (Acer platanoides)",11.4,"N/A","Well/Pit","No"
55,"","SYCAMORE ST","Side",1,"RICHDALE AVE",764176.289042202,2967401.78957829,42.3900074427,-71.1001780914,"6/15/2017",17572,"zelkova: Japanese (Zelkova serrata)",17,"N/A","Well/Pit","No"
67,"","SYCAMORE ST","Front",1,"SYCAMORE ST",764212.610658693,2967537.76888181,42.3903801033,-71.1000412805,"6/15/2017",17601,"maple: red (Acer rubrum)",6.3,"N/A","Well/Pit","No"
71,"","SYCAMORE ST","Front",1,"SYCAMORE ST",764237.764142127,2967581.92477895,42.3905009436,-71.0999474034,"6/15/2017",17630,"pear: callery (Pyrus calleryana)",7.5,"N/A","Well/Pit","No"
74,"","SYCAMORE ST","Front",1,"SYCAMORE ST",764239.101155049,2967643.03900123,42.390668624,-71.0999413931,"6/15/2017",17485,"ash: green (Fraxinus pennsylvanica)",10.5,"N/A","Well/Pit","No"
74,"","SYCAMORE ST","Side",1,"PEMBROKE ST",764194.511416257,2967603.45100869,42.3905605682,-71.1001071384,"6/15/2017",17514,"ash: green (Fraxinus pennsylvanica)",7.3,"N/A","Well/Pit","No"
74,"","SYCAMORE ST","Side",2,"PEMBROKE ST",764179.832419436,2967611.89058297,42.3905839152,-71.1001613292,"6/15/2017",17543,"ash: green (Fraxinus pennsylvanica)",8.5,"N/A","Well/Pit","No"
74,"","SYCAMORE ST","Side",3,"PEMBROKE ST",764159.638135245,2967625.77398896,42.3906222711,-71.1002358416,"6/15/2017",17571,"ash: green (Fraxinus pennsylvanica)",10.8,"N/A","Well/Pit","No"
77,"","SYCAMORE ST","Front",1,"SYCAMORE ST",764284.434429391,2967673.10706163,42.3907505473,-71.0997730602,"6/15/2017",17281,"ash: green (Fraxinus pennsylvanica)",15.3,"N/A","Well/Pit","No"
